pergunta;resposta
Qual instituição de ensino é referenciada no contexto fornecido?;Universidade_Harvard
Em que idioma as perguntas e respostas devem ser?;português
Qual o formato de separação entre pergunta e resposta?;ponto e vírgula
Quantos pares de pergunta e resposta devem ser gerados?;10
Qual a importância de variar as perguntas geradas?;abranger diferentes aspectos do conteúdo
Qual característica deve ter a resposta correta de cada pergunta?;única
Qual a necessidade das perguntas serem relacionadas ao contexto?;claramente relacionadas
Qual a natureza das perguntas repetidas?;não repita perguntas semelhantes
Qual o formato da saída esperada?;CSV
Qual a necessidade de explicações ou comentários adicionais na saída?;não
