pergunta;resposta
5. How is the IPCC recognized? (Top authority; Nobel Peace Prize 2007)
pergunta;resposta
Quando foi criado o Painel Intergovernamental sobre Mudanças Climáticas (IPCC)?;1988
Quais foram as organizações responsáveis pela criação do IPCC?;Programa das Nações Unidas para o Meio Ambiente (PNUMA) e a Organização Meteorológica Mundial (OMM)
Qual é o objetivo principal do IPCC?;Sintetizar e divulgar o conhecimento mais avançado sobre as mudanças climáticas, especialmente o aquecimento global
O que o IPCC não faz?;Produz pesquisa original
Como o IPCC é reconhecido internacionalmente?;Como a maior autoridade mundial sobre o aquecimento global e ganhador do Prêmio Nobel da Paz em 2007
Onde está sediado o IPCC?;Geneva, Suíça
Quem atualmente lidera o IPCC?;Hoesung Lee
Qual organização-mãe do IPCC inclui a OMM e o PNUMA?;Nações Unidas
De qual área tratam os relatórios do IPCC?;Causes, efeitos e estratégias de mitigação das mudanças climáticas
O que diferencia o trabalho do IPCC da pesquisa científica original?;Ele sintetiza e resume estudos já existentes
