pergunta;resposta
O rio Reno deságua em qual mar?;mar do Norte
Qual é o comprimento total do rio Reno?;1 233 km
Quem desagua no delta do Reno–Mosa–Escalda?;Rhine, Mosa, Escalda
Qual ponte cruza o rio Reno em Bonn?;Kennedy Bridge (Bonn)
O que serve como fonte de resfriamento para a usina nuclear Biblis Nuclear Power Plant?;PS Rhine
Quem deságua no rio Reno?;Wupper
Rhine é do tipo qual categoria?;WikicatRiversOfBaden-Württemberg
Qual imagem representativa está associada ao rio Reno?;Karte Alpenrhein.png
Onde nasce o rio Reno?;Tomasee, Surselva, Graubünden, Switzerland
Rhine possui qual tipo de elevação na foz?;0.0
