pergunta;resposta  
Qual foi o principal conflito entre a França e os povos indígenas no século XVIII?;Guerra Franco-Indígena  
Quais áreas geográficas foram principais no conflito?;Terras do Novo Mundo, especialmente na América do Norte  
Qual foi o resultado final da Guerra Franco-Indígena?;A França perdeu suas colônias na América do Norte para a Inglaterra  
Quem foi o líder francês mais conhecido na guerra?;Louis-Joseph de Montcalm  
Quem foi o líder britânico mais destacado no conflito?;Jeffrey Amherst  
Quais grupos indígenas se alinharam com a França?;Algonquinos, Huron e outros povos da região  
Qual foi o tratado que encerrou o conflito?;Tratado de Paris (1763)  
Qual foi o impacto da guerra nas relações entre colonos britânicos e indígenas?;Aumento da tensão e deslocamento de povos indígenas  
Quais recursos naturais foram disputados?;Terras e recursos minerais, especialmente pirobólas  
Como a guerra influenciou o futuro colonial?;Desencadeou a Guerra da Independência dos Estados Unidos
