pergunta;resposta
10. Imunidade inata é rápida e não específica; adaptativa é lenta e específica.
pergunta;resposta
Qual é a função principal do sistema imunitário?;Defender o organismo contra agentes patogénicos e substâncias estranhas.
Onde ocorre a maturação das células T?;No timo.
Qual é a função do baço no sistema imunitário?;Filtrar o sangue e eliminar células danificadas e patógenos.
Quais células são responsáveis pela produção de anticorpos?;Células B (linfócitos B).
Quais são os dois tipos principais de imunidade?;Imunidade inata e imunidade adaptativa.
Qual é a função dos macrófagos no sistema imunitário?;Engolir e digerir patógenos e resíduos celulares.
Onde ocorre a maturação das células B?;Na medula óssea.
Qual é a função do timo no sistema imunitário?;Produzir e selecionar células T funcionais.
Como o sistema imunitário reconhece substâncias estranhas?;Por meio de receptores específicos nas células imunológicas.
Qual a diferença entre imunidade inata e adaptativa?;A imunidade inata é rápida e não específica, enquanto a adaptativa é lenta, específica e gera memória imunológica.
