pergunta;resposta
Qual empresa fornecia transmissão de televisão por satélite para o Reino Unido? ;British Satellite Broadcasting
Em que ano British Satellite Broadcasting foi incorporado para formar BSkyB? ;1990
Qual era o nome original da empresa antes de se tornar BSkyB? ;British Satellite Broadcasting
Em que ano British Satellite Broadcasting foi fundado? ;1986
Qual era a localização principal da sede da British Satellite Broadcasting? ;London
Qual canal de TV era de propriedade da British Satellite Broadcasting? ;The Movie Channel
Qual canal de TV era de propriedade da British Satellite Broadcasting? ;Galaxy (British TV channel)
Qual filme foi produzido pela British Satellite Broadcasting? ;Memphis Belle
Qual empresa era a proprietária do canal de TV The Power Station? ;British Satellite Broadcasting
Qual empresa era a proprietária do canal de TV Now? ;British Satellite Broadcasting
