pergunta;resposta
Qual é a unidade de medida para força?;Newton
Quem formulou as três leis da mecânica?;Isaac Newton
Como a força afeta o estado de movimento de um objeto?;Alterando ou parando seu movimento
O que é a inércia?;A resistência de um corpo a mudanças de velocidade
Qual é a relação entre a força, a massa e a aceleração?;Força = Massa × Aceleração
Como as forças se interagem quando atuam sobre um mesmo objeto?;Somando-se para cálculo total
O que é a diferença entre forças contactuais e não-contactuais?;Depende seRequires interação física ou não
Como a força de atracção gravitacional é calculada?;Geralmente por (G * m1 * m2) / r²
Qual é a definição de força frictional?;Força que opõe o movimento entre superfícies
O que é necessário para que uma força altere a direção do movimento de um objeto?;Outra força perpendicular
