pergunta;resposta
Em que ano foi fundada a Universidade de Harvard?;1636
Qual é o nome inglês da Universidade de Harvard?;Harvard University
Em que cidade está localizada a Universidade de Harvard?;Cambridge
Em que estado dos Estados Unidos está localizada a Universidade de Harvard?;Massachusetts
Por que a Universidade de Harvard é considerada uma das mais prestigiadas do mundo?;Por seu corpo docente, alumni famosos, programas acadêmicos e tradições
Quantos presidentes dos Estados Unidos são alumni da Universidade de Harvard?;Mais de uma dezena
Qual é o nome do hospital afiliado à Universidade de Harvard?;Hospital Brigham and Women's ou Hospital de Clínicas de Harvard
Qual é o nome do campus principal da Universidade de Harvard?;Harvard Yard
Quantos prêmios Nobel foram concedidos a membros da Universidade de Harvard?;Mais de uma centena
Qual é o nome do selo que representa a Universidade de Harvard?;O selo com a inscrição "VERITAS"
pergunta;resposta
Em que ano foi fundada a Universidade de Harvard?;1636
Qual é o nome inglês da Universidade de Harvard?;Harvard University
Em que cidade está localizada a Universidade de Harvard?;Cambridge
Em que estado dos Estados Unidos está localizada a Universidade de Harvard?;Massachusetts
Quantos prêmios Nobel foram concedidos a membros da Universidade de Harvard?;Mais de uma centena
Qual é o nome do hospital afiliado à Universidade de Harvard?;Hospital Brigham and Women's
Qual é o nome do campus principal da Universidade de Harvard?;Harvard Yard
Quantos presidentes dos Estados Unidos são alumni da Universidade de Harvard?;Mais de uma dezena
Qual é o nome do selo que representa a Universidade de Harvard?;Selo com a inscrição "VERITAS"
Por que a Universidade de Harvard é considerada uma das mais prestigiadas do mundo?;Por seu corpo docente, programas acadêmicos e alumni famosos
