pergunta;resposta
Qual é o comprimento do rio Reno?;1 233 km
Por quais países passa o rio Reno?;Alemanha, França, Bélgica, Liechtenstein e Suíça
Qual é um dos afluentes do rio Reno?;Lahn ou Wupper
Qual ponte cruza o rio Reno em Bonn?;Kennedy Bridge
Qual usina nuclear utiliza o Reno para refrigeração?;Biblis Nuclear Power Plant ou Philippsburg Nuclear Power Plant
Em qual delta deságua o Reno no mar do Norte?;Delta do Reno–Mosa–Escalda
Qual cidade localiza-se ao longo do Reno e é conhecida como "Cologne"?;Colônia
Qual navio alemão foi nomeado em homenagem ao Reno?;German ship Rhein (A513)
Quais são as montanhas associadas ao curso do Reno?;Vários afluentes menores, como Leimbach e Rotbach
Em qual região fronteriza está localizado o Reno?;Fronteira entre Alemanha e Suíça
