pergunta;resposta
Qual é a área aproximada da Floresta Amazônica?;5.5 milhões de km²
Em quais países está localizada a Floresta Amazônica?;Brasil, Peru, Colômbia, Venezuela, Equador, Bolívia, Guiana, Suriname e França (Guiana Francesa)
Quantas espécies diferentes são encontradas na Floresta Amazônica?;Mais de 40 milhões
Qual é a importância da Floresta Amazônica para o clima global?;Produzindo 20% do oxigênio do mundo e ajudando a regular o clima global
Quais são as principais causas de desmatamento na Floresta Amazônica?;Desmatamento ilegal, mineração, expansão agrícola, urbanização e incêndios
Quantos povos indígenas habitam a Floresta Amazônica?;Mais de 200 povos indígenas
Qual é um exemplo de área protegida na Floresta Amazônica?;Parque Nacional da Amazônia, no Brasil
Qual animal emblemático vive na Floresta Amazônica?;Onça-pintada (jaguar)
Quantas espécies de arara são encontradas na Floresta Amazônica?;37 espécies
Qual é um dos principais problemas ambientais causados pelo desmatamento na Floresta Amazônica?;Perda de biodiversidade e mudanças climáticas
