pergunta;resposta
Quem foram os Normandos?;Descendentes de Vikings e franceses
Em que ano Rollo jurou fidelidade?;911, após o cerco de Chartres
O que é o dialecto normando?;Língua literária de Normandia
Quando foi estabelecido o Ducado de Normandia?;Pelo Tratado de Saint-Clair-sur-Epte
Quem foi Richarde I de Normandia?;"Richard sem Medo", fundador do ducado
Quando os reis da Inglaterra também governaram Normandia?;Entre 1066 e 1204
Por que a Normandia foi ocupada pela França?;Por força de armas em 1204
Quais são os últimos remanescentes de Normandia?;Ilhas do Canal, não parte do Reino Unido
O que é conhecida a arquitetura normanda?;Arquitetura românica única
Qual papel os Normandos tiveram na Reconquista?;Contribuíram à Reconquista na Espanha
