pergunta;resposta
Qual é a área de estudo da Lei Europeia?;Law_of_the_European_Union
O que definiu a estrutura constitucional do Tratado da União Européia?;Treaties_of_the_European_Union
Qual é o papel principal da Justiça Europeia na interpretação da lei europeia?;judicial_branch
Quem são os principais autores de estudo da Lei Europeia?;Henry_G._Schermers,John_Bell_(legal_scholar)
O que significa a Lei Europeia em termos gerais?;supranational_laws
Como foi o desenvolvimento da lei europeia ao longo do tempo?;Desde_1952_e_mais_recentemente
Qual é um objetivo de estudo da Lei Europeia?;Promover_peace,Estimular_emprego,Manter_ambiente_saudável
Quem são os principais disciplinadores acadêmicos da lei europeia?;<http://dbpedia.org/resource/Henry_G._Schermers>,<http://dbpedia.org/resource/John_Bell_(legal_scholar)>
O que o Law_of_the_European_Union significa em termos de conteúdo?;Academic_discipline
Qual é uma disciplina relacionada com a Lei Europeia?;Law_of_the_European_Union
