pergunta;resposta  
Quando o Parlamento escocês foi convocado?;12 de maio de 1999  
Qual lei definiu seus poderes legislativos?;Lei da Escócia de 1998  
Quantos membros compõem o Parlamento?;129 membros  
Qual órgão retém poderes reservados?;Parlamento do Reino Unido  
Qual região eleitoral possui 15 a 17 deputados?;West Scotland  
Quando ocorreu a última eleição?;6 de maio de 2021  
Qual partido conquistou a maioria em 2021?;Partido Nacional Escocês  
Qual ato limita a autonomia do Parlamento?;Lei do Mercado Interno do Reino Unido  
Qual é a cor de fundo do Parlamento?;#500791  
Qual comissão lida com assuntos culturais?;Cultura da Escócia
