pergunta;resposta
Qual é a função principal do sistema imunológico?;Proteger o organismo contra doenças.
O que é o sistema imunológico inato?;Resposta pré-configurada a grupos amplos de ameaças.
Como o sistema imunológico adaptativo funciona?;Aprende a reconhecer moléculas previamente encontradas.
Quais são exemplos de mecanismos imunológicos básicos?;Fagocitose, defensinas e sistema do complemento.
O que causa doenças autoimunes?;Sistema imunológico hiperativo que ataca tecidos saudáveis.
Qual é a base da vacinação?;Memória imunológica contra patógenos.
O que é a imunodeficiência?;Sistema imunológico menos ativo, causando infecções recorrentes.
Quais são exemplos de doenças autoimunes?;Artrite reumática, diabetes tipo 1 e lúpus.
Como os peixes com mandíbulas se defendem?;Com mecanismos adaptativos e imunológicos complexos.
O que é a imunologia?;Estudo de todos os aspectos do sistema imunológico.
