pergunta;resposta
Quando o IPCC foi criado?;1988
Qual é o papel do secretariado?;Hosted by WMO in Geneva
Quantos estados membros o IPCC possui?;195 member states
Qual é a principal função do IPCC?;Advances scientific knowledge on climate change
Quando o Sexto Relatório de Avaliação foi concluído?;2023
Qual relatório especial foi publicado em 2018?;Special Report on Global Warming of 1.5°C
Com quem o IPCC compartilhou o Prêmio Nobel em 2007?;Al Gore
O que o IPCC não realiza?;Original research
Qual é o propósito dos Relatórios de Avaliação?;Inform governments about climate change knowledge
Qual é o foco do Grupo de Trabalho I?;Physical science basis of climate change
