```csv
subject,predicate,object
"Tatyana Ali","http://dbpedia.org/property/almaMater","http://dbpedia.org/resource/Harvard_University"
"María Cristina Caballero","http://dbpedia.org/property/almaMater","http://dbpedia.org/resource/Harvard_University"
"Sarah Sewall","http://dbpedia.org/property/education","http://dbpedia.org/resource/Harvard_University"
"Sylvia Mathews Burwell","http://dbpedia.org/property/education","http://dbpedia.org/resource/Harvard_University"
"Nas Daily","http://dbpedia.org/property/almaMater","http://dbpedia.org/resource/Harvard_University"
"Vivek Ramaswamy","http://dbpedia.org/property/education","http://dbpedia.org/resource/Harvard_University"
"R. P. Goenka","http://dbpedia.org/property/almaMater","http://dbpedia.org/resource/Harvard_University"
"Ryan Williams (entrepreneur)","http://dbpedia.org/property/almaMater","http://dbpedia.org/resource/Harvard_University"
"William Tan","http://dbpedia.org/property/almaMater","http://dbpedia.org/resource/Harvard_University"
"W. Kip Viscusi","http://dbpedia.org/property/workplaces","http://dbpedia.org/resource/Harvard_University"
"Wilbur Cortez Abbott","http://dbpedia.org/property/workplaces","http://dbpedia.org/resource/Harvard_University"
"Margaret Dauler Wilson","http://dbpedia.org/property/almaMater","http://dbpedia.org/resource/Harvard_University"
"Mark Zbikowski","http://dbpedia.org/property/almaMater","http://dbpedia.org/resource/Harvard_University"
"Melvin Konner","http://dbpedia.org/property/workplaces","http://dbpedia.org/resource/Harvard_University"
"Michèle Lowrie","http://dbpedia.org/property/almaMater","http://dbpedia.org/resource/Harvard_University"
"Mikhail Katz","http://dbpedia.org/property/education","http://dbpedia.org/resource/Harvard_University"
"Lorenzo di Bonaventura","http://dbpedia.org/property/almaMater","http://dbpedia.org/resource/Harvard_University"
"Lydia Villa-Komaroff","http://dbpedia.org/property/institution","http://dbpedia.org/resource/Harvard_University"
"Laurie Mylroie","http://dbpedia.org/property/almaMater","http://dbpedia.org/resource/Harvard_University"
"Kent Williams","http://dbpedia.org/property/almaMater","http://dbpedia.org/resource/Harvard_University"
"Loren Mosher","http://dbpedia.org/property/almaMater","http://dbpedia.org/resource/Harvard_University"
"Louis Feldman","http://dbpedia.org/property/almaMater","http://dbpedia.org/resource/Harvard_University"
"Marian Walsh","http://dbpedia.org/property/education","http://dbpedia.org/resource/Harvard_University"
"Maxwell Rosenlicht","http://dbpedia.org/property/almaMater","http://dbpedia.org/resource/Harvard_University"
"Nancy Yi Fan","http://dbpedia.org/property/almaMater","http://dbpedia.org/resource/Harvard_University"
"Noelle Selin","http://dbpedia.org/property/almaMater","http://dbpedia.org/resource/Harvard_University"
"Nina Schwalbe","http://dbpedia.org/property/almaMater","http://dbpedia.org/resource/Harvard_University"
"Oliver S. Picher","http://dbpedia.org/property/almaMater","http://dbpedia.org/resource/Harvard_University"
"Paul Smolensky","http://dbpedia.org/property/almaMater","http://dbpedia.org/resource/Harvard_University"
"Peleg Sprague (New Hampshire politician)","http://dbpedia.org/property/almaMater","http://dbpedia.org/resource/Harvard_University"
"Qi Wang (psychologist)","http://dbpedia.org/property/almaMater","http://dbpedia.org/resource/Harvard_University"
"Raul Pangalangan","http://dbpedia.org/property/education","http://dbpedia.org/resource/Harvard_University"
"Richard Garwin","http://dbpedia.org/property/workInstitution","http://dbpedia.org/resource/Harvard_University"
"Robert Brandenberger","http://dbpedia.org/property/education","http://dbpedia.org/resource/Harvard_University"
"Roberts Blossom","http://dbpedia.org/property/almaMater","http://dbpedia.org/resource/Harvard_University"
"Sallie Baliunas","http://dbpedia.org/property/almaMater","http://dbpedia.org/resource/Harvard_University"
"Sarah Wagner","http://dbpedia.org/property/almaMater","http://dbpedia.org/resource/Harvard_University"
"Sidney Farber","http://dbpedia.org/property/almaMater","http://dbpedia.org/resource/Harvard_University"
"Stephen M. Schwebel","http://dbpedia.org/property/almaMater","http://dbpedia.org/resource/Harvard_University"
"T. M. Scanlon","http://dbpedia.org/property/institutions","http://dbpedia.org/resource/Harvard_University"
"Tariq Bajwa","http://dbpedia.org/property/almaMater","http://dbpedia.org/resource/Harvard_University"
"Thomas F. Gibson","http://dbpedia.org/property/almaMater","http://dbpedia.org/resource/Harvard_University"
"Thomas Goodwillie (mathematician)","http://dbpedia.org/property/almaMater","http://dbpedia.org/resource/Harvard_University"
"Thomas W. Lamont","http://dbpedia.org/property/education","http://dbpedia.org/resource/Harvard_University"
"Timothy Fuller","http://dbpedia.org/property/almaMater","http://dbpedia.org/resource/Harvard_University"
"Trevor Blackwell","http://dbpedia.org/property/almaMater","http://dbpedia.org/resource/Harvard_University"
"W. Kip Viscusi","http://dbpedia.org/property/workplaces","http://dbpedia.org/resource/Harvard_University"
"W. Tecumseh Fitch","http://dbpedia.org/property/institution","http://dbpedia.org/resource/Harvard_University"
"Walter Eugene Clark","http://dbpedia.org/property/title","http://dbpedia.org/resource/Harvard_University"
"Wendell Lim","http://dbpedia.org/property/almaMater","http://dbpedia.org/resource/Harvard_University"
"Wilbur Cortez Abbott","http://dbpedia.org/property/workplaces","http://dbpedia.org/resource/Harvard_University"
"William Smith Shaw","http://dbpedia.org/property/education","http://dbpedia.org/resource/Harvard_University"
"Wisdom Gidisu","http://dbpedia.org/property/almaMater","http://dbpedia.org/resource/Harvard_University"
"Yehezkel Dror","http://dbpedia.org/property/almaMater","http://dbpedia.org/resource/Harvard_University"
"Harvard University","http://dbpedia.org/ontology/type","http://dbpedia.org/resource/Private_university"
"Harvard University","http://dbpedia.org/property/sportingAffiliations","http://dbpedia.org/resource/NCAA_Division_I"
```
