pergunta;resposta
Onde o Reno se esvazia?;Mar do Norte,
Qual é a maior cidade pela qual o Reno atravessa?;Colônia, na Alemanha,
Qual rio é maior que o Reno?;Danúbio),
Qual estado alemão leva o nome de um tributário do Reno?;Norte Reno-Vestfália,
Em qual país o Reno deságua finalmente?;Holanda,
Que país o Reno esvazia?;Alemanha,
Quantidade em quilômetros é o Reno aproximadamente longo?;1.230 km,
Qual foi a origem do nome Rhine?;Celta, Rēnos,
Qual é o estado germânico que menciona frequentemente o Reno em seu território?;Hesse-Palatinado,
De onde começa o rio Reno?;Suíça nos Alpes suíços
