pergunta;resposta
1. When did the 1973 oil crisis begin?;Outubro de 1973
2. Which country led the oil embargo in the 1973 crisis?;Saudi Arabia
4. By when was the price of oil significantly increased?;Fim de março de 1974
5. What were the main effects of the oil crisis on global politics and economy?;Efeitos políticos e econômicos significativos
6. Which regions saw major impacts from the oil crisis in both short-term and long-term?;Geralmente afetaram os globais
7. The oil crisis was later called...;Primeira crise do petróleo
8. What year did the second oil crisis occur?;1979
What year did the second oil crisis occur?;1979
But in Portuguese: Qual o ano da segunda crise do petróleo?;1979
1. When did the 1973 oil crisis begin?;Outubro de 1973
2. Which country led the oil embargo in the 1973 crisis?;Saudi Arabia
4. By when was the price of oil significantly increased?;Fim de março de 1974
5. What were the main effects of the oil crisis on global politics and economy?;Efeitos políticos e econômicos significativos
6. Which regions saw major impacts from the oil crisis in both short-term and long-term?;Geralmente afetaram os globais
7. The oil crisis was later called...;Primeira crise do petróleo
8. What year did the second oil crisis occur?;1979
9. How much did oil prices rise by March 1974?;Aumentou cerca de 300%
pergunta;resposta
O 1973 oil crisis começou em qual mês?;Outubro de 1973
Qual país foi o líder da embargo do petróleo na crise de 1973?;Saudi Arabia
Por quando a prices do petróleo significativamente aumentou?;Fim de março de 1974
Qual era os efeitos principais da crise do petróleo em politica e economia global?;Efeitos políticos e econômicos significativos
Que regiones foram afetadas majormente pela crise do petróleo em termos curtos e longos prazo?;Geralmente afetaram os globais
A crise do petróleo foi chamada de qual?;Primeira crise do petróleo
Qual ano a segunda crise do petróleo ocorreu?;1979
Quais as datas das alturas da prices do petrólio em março de 1974?;Aumentou cerca de 300%
