pergunta;resposta
O que Paul Baran desenvolveu?;Paul Baran desenvolveu a mensagem adaptável distribuída.
Com o que Donald Davies é creditado?;Davies é creditado com o nome moderno de comutação de pacotes.
Qual era o objetivo do sistema?;Prover um método eficiente e tolerante às falhas para roteamento de mensagens telefônicas.
O que é comutação de circuitos caracterizada por?;A comutação de circuitos é caracterizada por uma taxa por unidade de tempo de conexão,
Como a comutação de pacotes é caracterizada?;Por uma taxa por unidade de informação transmitida,
Quem é creditado com o nome moderno para este sistema?;Davies é creditado por cunhar o nome moderno de comutação de pacotes.
A comutação de pacotes contrasta com o que outro principal?;Comutação de circuitos,
O que a comutação de bloco de mensagem adaptável distribuída fez?;Fornecer um método de roteamento eficiente e tolerante a falhas para mensagens de telecomunicação.
Qual era o objetivo do sistema desenvolvido por Paul Baran no final dos anos 50?;Prover uma solução de roteamento eficiente e resistente a falhas para mensagens de teleinformática,
O conceito Switching Adaptive Message Block que ele desenvolveu contradiz?;Contradição com o princípio da pré-alocação de largura de banda na rede.
