pergunta;resposta
O que caracteriza a desobediência civil?;recusa ativa a leis injustas
Quem popularizou o termo "desobediência civil" nos EUA?;Henry David Thoreau
Qual movimento utilizou a desobediência civil para lutar pela independência da Índia?;Movimento de independência indiana
Qual o principal objetivo de Martin Luther King Jr. ao praticar a desobediência civil?;conscientizar a comunidade sobre a injustiça das leis
A desobediência civil é frequentemente associada a qual tipo de protesto?;não violento
Em qual contexto a desobediência civil pode ser vista como um ato de respeito à lei?;quando aceita a penalidade em protesto
Qual país foi palco de uma revolução inspirada pela desobediência civil em 1919?;Egito
Qual filósofo é conhecido por suas ideias sobre desobediência civil?;Henry David Thoreau
A desobediência civil é justificada em tribunais?;raramente
Qual a relação entre a desobediência civil e a resistência não violenta?;são frequentemente equiparadas.
