```csv
subject,predicate,object
http://dbpedia.org/resource/Islamism,http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Islamism
http://dbpedia.org/resource/Islamism,http://dbpedia.org/class/yago/Disagreement107180787,http://dbpedia.org/resource/Islamism
http://dbpedia.org/resource/Islamism,http://dbpedia.org/class/yago/Dispute107181935,http://dbpedia.org/resource/Islamism
http://dbpedia.org/resource/Islamism,http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Islamism
http://dbpedia.org/resource/Islamism,http://dbpedia.org/class/yago/Orientation106208021,http://dbpedia.org/resource/Islamism
http://dbpedia.org/resource/Islamism,http://dbpedia.org/class/yago/WikicatPoliticalNeologisms,http://dbpedia.org/resource/Islamism
http://dbpedia.org/resource/Islamism,http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Islamism
http://dbpedia.org/resource/Islamism,http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Islamism
http://dbpedia.org/resource/Islamism,http://dbpedia.org/resource/bot,medic
http://dbpedia.org/resource/Islamism,http://dbpedia.org/resource/date,April 2022
http://dbpedia.org/resource/Islamism,http://dbpedia.org/resource/date,June 2022
http://dbpedia.org/resource/Islamism,http://dbpedia.org/resource/text,"Persian: \nاساس این مجلس محترم مقدس بر امور مذکور مبتنی است. بر هر مسلمی سعی و اهتمام در استحکام و تشیید این اساس قویم لازم، و اقدام در موجبات اختلال آن محاده و معانده با صاحب شریعت مطهره علی الصادع بها و آله الطاهرین افضل الصلاه و السلام، و خیانت به دولت قوی شوکت است.\nالاحقر نجل المرحوم الحاج میرزا خلیل قدس سره محمد حسین،\nحررّہ الاحقر الجانی محمد کاظم الخراسانی، من الاحقر عبدالله المازندرانی \n\n“Because we are aware of the intended reasons for this institution, it is therefore incumbent on every Muslim to support its foundation, and those who try to defeat it, and their action against it, are considered contrary to shari‘a.”"
http://dbpedia.org/resource/Islamism,http://dbpedia.org/resource/wikiPageUsesTemplate,http://dbpedia.org/resource/Template:Cite_journal
http://dbpedia.org/resource/Islamism,http://dbpedia.org/resource/wikiPageUsesTemplate,http://dbpedia.org/resource/Template:Columns-list
http://dbpedia.org/resource/Islamism,http://dbpedia.org/resource/wikiPageUsesTemplate,http://dbpedia.org/resource/Template:Islamism
http://dbpedia.org/resource/Islamism,http://dbpedia.org/resource/wikiPageUsesTemplate,http://dbpedia.org/resource/Template:Main
http://dbpedia.org/resource/Islamism,http://dbpedia.org/resource/wikiPageUsesTemplate,http://dbpedia.org/resource/Template:Portal_bar
http://dbpedia.org/resource/Islamism,http://dbpedia.org/resource/wikiPageUsesTemplate,http://dbpedia.org/resource/Template:Rp
http://dbpedia.org/resource/Islamism,http://dbpedia.org/resource/wikiPageUsesTemplate,http://dbpedia.org/resource/Template:Salafi
http://dbpedia.org/resource/Islamism,http://dbpedia.org/resource/wikiPageUsesTemplate,http://dbpedia.org/resource/Template:Short_description
http://dbpedia.org/resource/Islamism,http://dbpedia.org/resource/wikiPageUsesTemplate,http://dbpedia.org/resource/Template:Social_and_political_philosophy
http://dbpedia.org/resource/Islamism,http://dbpedia.org/resource/wikiPageUsesTemplate,http://dbpedia.org/resource/Template:Third-party-inline
http://dbpedia.org/resource/Islamism,http://dbpedia.org/resource/wikiPageUsesTemplate,http://dbpedia.org/resource/Template:Wikiquote-inline
http://dbpedia.org/resource/Islamism,http://dbpedia.org/resource/hypernym,http://dbpedia.org/resource/Movement
http://dbpedia.org/resource/Islamism,http://xmlns.com/foaf/0.1/depiction,http://commons.wikimedia.org/wiki/Special:FilePath/Jokowi_berpidato_Aksi_2_Desember.jpg
http://dbpedia.org/resource/Islamism,http://xmlns.com/foaf/0.1/depiction,http://commons.wikimedia.org/wiki/Special:FilePath/Sayyid_Qutb.jpg
http://dbpedia.org/resource/Islamism,http://xmlns.com/foaf/0.1/depiction,http://commons.wikimedia.org/wiki/Special:FilePath/آخوند_ملا_کاظم_خراسانی.jpg
```
