pergunta;resposta  
O que é packet switching?;método de agrupar dados em pacotes  
Quem desenvolveu o conceito de packet switching?;Paul Baran e Donald Davies  
Qual era o objetivo principal do sistema?;fornecer roteamento eficiente e tolerante a falhas  
Como packet switching difere da comutação de circuitos?;usa pacotes em vez de circuitos dedicados  
Qual órgão financiou a pesquisa de Baran?;Departamento de Defesa dos EUA  
O que Baran contradizia com seu conceito?;pré-alocação de largura de banda  
Qual termo Davies cunhou?;comutação de pacotes  
Qual característica é central para packet switching?;agrupamento de dados em pacotes  
Qual rede utilizou o conceito de packet switching?;ARPANET  
Qual é a base principal das comunicações de dados?;comutação de pacotes
