pergunta;resposta
Qual é o estudo principal da geologia?;A ciência que investiga a Terra e outros corpos celestes.
A geologia se sobrepõe a quais ciências?;Hidrologia e ciências da Terra integradas.
Qual é o objetivo da geologia em relação às rochas?;Determinar a idade relativa e absoluta das rochas.
A geologia fornece evidências para quais teorias?;Tectônica de placas e história evolutiva da vida.
Quais métodos os geólogos usam para estudar a Terra?;Trabalho de campo, análises químicas e modelagem numérica.
A geologia é importante para qual área prática?;Exploração de minerais e gestão de recursos hídricos.
Qual é o papel da geologia na engenharia?;Essencial para engenharia geotécnica e geológica.
A geologia ajuda a entender quais fenômenos naturais?;Riscos geológicos e mudanças climáticas passadas.
O que a geologia estuda em relação a outros planetas?;Propriedades e processos de planetas terrestres.
Qual é a importância da geologia como disciplina acadêmica?;Fundamental para ciências da Terra e engenharia.
