pergunta;resposta
Now, format each pair as "pergunta;resposta" without any markdown. Ensure there are exactly 10 pairs. Avoid any extra text. Let me verify each pair again for accuracy and conciseness.
pergunta;resposta
Quem liderou o OAPEC durante a crise do petróleo de 1973?;Saudita
Quais países foram inicialmente alvo do embargo?;Canadá, Japão, Holanda, Reino Unido e EUA
Qual foi o resultado do embargo?;Aumento do preço do petróleo
Em quanto o preço do petróleo subiu?;300%
Como foi chamada a primeira crise do petróleo?;Primeiro choque do petróleo
Quando o embargo terminou?;Março de 1974
Qual era o preço inicial do petróleo?;3 dólares por barril
Qual guerra motivou o embargo?;Guerra de Yom Kippur
Quais foram os efeitos da crise?;Impactos políticos e econômicos
O que veio após o primeiro choque?;Segundo choque em 1979
