pergunta;resposta
Qual o tamanho territorial de Victoria em km²?;227.444 km2
Qual o estado faz fronteira com Victoria ao norte?;New South Wales
Qual a população estimada de Victoria?;Mais de 6,5 milhões
Qual oceano banha a costa sul de Victoria?;Bass Strait
Qual a capital de Victoria?;Melbourne
Qual a porcentagem de imigrantes em Victoria?;35,1%
Qual o nome de um grupo aborígene que habita Victoria?;Boonwurrung
Quem foi James Cook em relação a Victoria?;Reivindicou a costa australiana
Em que ano Victoria se tornou uma colônia separada?;1851
Qual foi o impacto da corrida do ouro em Victoria?;Aumento da população e riqueza
