```
pergunta;resposta
Onde começa o rio Reno?;Cantão de Graubünden
Qual é a origem etimológica do nome Rhine?;Celta Rēnos
Quais são os dois estados alemães nomeados em homenagem ao rio Reno?;Renânia do Norte-Vestfália e Renânia-Palatinado
Onde o rio Reno desemboca?;Mar do Norte
Qual é o comprimento aproximado do rio Reno?;1.230 km
Quais são alguns dos maiores e mais importantes municípios ao longo do Reno?;Colônia, Roterdã, Düsseldorf
Em qual direção o Reno flui principalmente na Alemanha antes de entrar nos Países Baixos?;Nordeste
O que marca historicamente a importância do Reno no Império Romano?;Formava parte da fronteira norte do império
Quais países fazem parte das margens do rio Reno?;Suíça, Liechtenstein, Áustria, Alemanha, França
Qual é o curso de água navegável mais importante para o comércio na Europa Central e Ocidental?;Rio Reno
```
