pergunta;resposta
O que é uma máquina a vapor;motor de calor que usa vapor como fluido de trabalho
Como a máquina a vapor transforma a força do vapor em movimento rotacional;por meio de biela e manivela
Qual é o ciclo termodinâmico ideal que analisa a operação da máquina a vapor;ciclo Rankine
Que tipo de motores são as máquinas a vapor;motores de combustão externa
Quem inventou o primeiro motor a vapor com sucesso comercial;Thomas Newcomen
Em que ano o primeiro motor a vapor com sucesso comercial foi inventado;1712
Quem fez uma inovação crítica na máquina a vapor em 1764;James Watt
Qual foi o impacto das máquinas a vapor no século XIX;impulsionaram a Revolução Industrial
Por que motivo as turbinas a vapor substituíram as máquinas a vapor;maior eficiência e velocidade
Quais eram as principais aplicações das máquinas a vapor até o início do século XX;fábricas, navios e trens
