```
pergunta;resposta
Qual é a denominação da universidade de Harvard?;Private Ivy League research university
Em que ano foi fundada a Universidade Harvard?;1636
Quantas bibliotecas compõem o sistema Harvard Library?;79 bibliotecas individuais
Quem foi o primeiro benfeitor da Universidade Harvard?;John Harvard
Qual é a maior campus de Harvard em termos de área (em hectares)?;85 ha
Harvard possui quantos campos desportivos na NCAA?;Division I
Quantos presidentes dos EUA são ex-alunos de Harvard?;oito
Quem liderou a universidade durante a Grande Depressão e a Segunda Guerra Mundial?;James B. Conant
O que valorizou o endowment da Universidade Harvard em 2023?;$50.9 bilhões
Qual foi o ano de fundação da Associação de Universidades Americanas por Harvard?;1900
```
