pergunta;resposta
Now; formulating the questions:
Check if answers are within 10 words and accurate. Make sure each question is unique and covers different aspects. Avoid any markdown; just the CSV.
"De onde se originou a peste negra?";"Central ou leste da Ásia"  
"Como a peste negra se espalhou para a Europa?";"Navios mercantes com ratos"  
"Quantas pessoas a peste negra matou?";"75-200 milhões de pessoas"  
"Em que período a peste negra ocorreu?";"De 1346 a 1353"  
"Qual é a forma secundária de transmissão da peste?";"Contato humano direto"  
"Onde foi descoberto o surto inicial da peste?";"Kyrghizistão no final dos anos 1330"  
"Qual foi o impacto da peste na população europeia?";"Redução de 30-60% da população"  
"Qual é a causa da peste negra?";"Bactéria Yersinia pestis"  
"Como a peste negra se compara ao Grande Fome?";"Ocorreu após a Grande Fome"  
"Como a peste negra chegou à Inglaterra?";"Através de portos costeiros"
