pergunta;resposta
Quando foi fundada a Harvard University?;1636
Qual é o nome do benefactor que levou ao nome da instituição?;John Harvard
Onde se localiza a universidade?;Cambridge, Massachusetts
A Harvard University é uma instituição pública ou privada?;Privada
Qual é o objetivo principal do ensino na Harvard College em sua origem?;Treinar clergy Congregacional
Quantos campi a universidade possui?;Três
Qual é a dimensão da principal área de Cambridge?;209 acres (85 ha)
Qual é o valor estimado do endowment da Harvard?;$50.9 billion
A Harvard Library é a maior biblioteca universitária?;Sim
Quem foi um dos presidentes que liderou a instituição durante a Grande Depressão e a Segunda Guerra Mundial?;James B. Conant
