pergunta;resposta
Qual é o símbolo do oxigênio no período periódico?;O.
Quantos átomos de oxigênio formam um gás diatômico sob condições normais?;dois.
Quem coineu o nome "oxigênio"?;Antoine Lavoisier.
Qual é o número atômico do oxigênio?;8.
Em qual grupo da tabela periódica está localizado o oxigênio?;chalcogênios.
Quantas porcentagens de dióxido de oxigênio estão presentes na atmosfera terrestre?;20,95%.
Qual é a principal função biológica do oxigênio em organismos vivos?;combustão.
Quem descobriu o oxigênio independentemente antes dos outros cientistas?;Michael Sendivogius.
O que compõe aproximadamente metade da crosta terrestre?;oxigênio.
Qual é a função do gás ozônio na atmosfera?;absorver radiação UVB.
