pergunta;resposta
Let me verify if all these questions are based on the given context. Yes, each answer is directly from the text. Now, I need to format them as CSV with each line being "question;answer".
Let me check the example again. The example shows "pergunta;resposta" and each line is a pair. So I need to make sure that each answer is a short phrase, no more than 10 words. The answers I have are all concise. For example, "Guiana Amazonian Park" is the answer for the French region.
pergunta;resposta  
Qual país possui 60% da floresta amazônica?;Brazil  
Quantos países compõem a região amazônica?;Nove  
Qual é a área total do rio Amazonas?;7,000,000 km²  
Quantos territórios indígenas são reconhecidos?;3,344  
Qual é a porcentagem de área coberta pela floresta?;78.6%  
Qual região francesa abriga a floresta amazônica?;Guiana Amazonian Park  
Quantas espécies de árvores há na Amazônia?;16,000  
Qual é a porcentagem da população indígena?;9%  
Quantos grupos étnicos vivem na Amazônia?;350  
Quantos países têm "Amazonas" como região administrativa?;Quatro
