pergunta;resposta
Qual é a principal função do sistema imunológico?;Proteger o organismo contra doenças e patógenos.
O que distingue os patógenos do tecido saudável?;Distinguem-nos através de mecanismos de reconhecimento molecular.
O que caracteriza o sistema imunológico inato?;Resposta pré-configurada a grupos amplos de estímulos.
O que é a imunidade adaptativa?;Resposta personalizada após aprendizagem de estímulos.
Qual é a base da vacinação?;A imunidade adaptativa e a memória imunológica.
Que tipo de mecanismo de defesa existe em vertebrados jawed?;Reconhecimento eficiente de patógenos adaptativo.
O que são os defensinos?;Peptídeos antimicrobianos que combatem infeções.
Qual a importância do sistema complementar?;Parte do sistema de defesa, ativando respostas imunes.
Que causa a doença autoimune?;Sistema imune hiperativo a atacar tecidos normais.
Quais exemplos de doenças autoimunes são mencionados?;Hashimoto's, artrite reumatóide, diabetes tipo 1, SLE.
