pergunta;resposta
   - Edict of Versailles (1787) ended persecution; Declaration of Rights (1789) gave Protestants equal rights.
pergunta;resposta
Quem foram os huguenotes?;Protestantes franceses Calvinistas
De onde pode vir o termo "huguenote"?;Do nome Bezanson Hugues
Em qual século surgiu o uso comum do termo "huguenote"?;Século XVI
Quem liderou os huguenotes nas Guerras de Religião Francesas?;Jeanne d'Albret, Henry IV e príncipes de Condé
Qual foi o resultado do Edito de Nantes (1598)?;Concessões religiosas, políticas e militares aos huguenotes
O que aconteceu com a população huguenote após 1600?;Declínio para 7-8% da população
Qual decreto terminou os direitos protestantes em 1685?;Edito de Fontainebleau
Quais foram as consequências das dragonadas?;Conversões forçadas e redução da comunidade protestante
Quantos huguenotes restavam na França após Louis XIV?;Menos de 2.000
Qual decreto terminou a perseguição dos protestantes em 1787?;Edito de Versailles
