pergunta;resposta
1. Qual é a principal função do sistema imunológico?;Proteger o organismo de doenças
2. Quantos principais subsistemas o sistema imunológico possui?;Dois
3. Qual sistema imunológico fornece uma resposta predefinida?;Sistema imunológico inato
4. Qual sistema imunológico fornece uma resposta adaptada?;Sistema imunológico adaptativo
5. Qual sistema imunológico cria memória imunológica?;Sistema imunológico adaptativo
6. Qual é a base da imunidade adquirida?;Vacinacao
7. Qual condição ocorre quando o sistema imunológico é menos ativo?;Imunodeficiencia
8. Qual é uma causa genética de imunodeficiência?;Imunodeficiencia combinada severa
9. Qual é uma condição causada por um sistema imunológico hiperativo?;Doenca autoimune
10. Qual ciência estuda todos os aspectos do sistema imunológico?;Imunologia
pergunta;resposta
Qual é a principal função do sistema imunológico?;Proteger o organismo de doenças
Quantos principais subsistemas o sistema imunológico possui?;Dois
Qual sistema imunológico fornece uma resposta predefinida?;Sistema imunológico inato
Qual sistema imunológico fornece uma resposta adaptada?;Sistema imunológico adaptativo
Qual sistema imunológico cria memória imunológica?;Sistema imunológico adaptativo
Qual é a base da imunidade adquirida?;Vacinacao
Qual condição ocorre quando o sistema imunológico é menos ativo?;Imunodeficiencia
Qual é uma causa genética de imunodeficiência?;Imunodeficiencia combinada severa
Qual é uma condição causada por um sistema imunológico hiperativo?;Doenca autoimune
Qual ciência estuda todos os aspectos do sistema imunológico?;Imunologia
