pergunta;resposta
De onde emerge o rio Reno?;Suíça, no cantão de Graubünden na Áustria
Qual é a fronteira que o rio Reno define após a Suíça?;Franco-Alemanha
Em que direção fluirá o rio Reno após o território suíço?;Nordeste
Qual é a velocidade média de lançamento do rio Reno?;2.900 m³/s
Qual é a área que o rio Reno banha?;9.973 km²
De onde provém o nome "Reno"?;Celta, do termo Rēnos
Quais são os estados alemães chamados em honra do rio Reno?;Renania-Norte-Vestfália e Renanha-Palatinado
Qual é a segunda maior rio da Europa Central e Ocidental?;Danúbio, com aproximadamente 1.230 km
Por que o rio Reno foi importante para o Império Romano?;Definhou a fronteira norte do império e foi uma rota comercial vital
Quais são as principais cidades situadas no rio Reno?;Cologne, Rotterdam, Düsseldorf, Duisburg, Strasbourg, Nijmegen e Basel
