pergunta;resposta
Qual a tradição religiosa dos Huguenotes?;Calvinista, da Reforma Protestante
Quem pode ter originado o termo "Huguenote"?;Bezanson Hugues, burgomestre de Genebra
Em que século o termo "Huguenote" se popularizou?;Século XVI
Qual a diferença religiosa entre os Huguenotes e os da Alsácia?;Huguenotes eram Calvinistas, outros eram Luteranos
Qual evento marcou um ponto crítico na perseguição aos Huguenotes?;Massacre de São Bartolomeu
Quem liderou os Huguenotes durante as Guerras de Religião?;Jeanne d'Albret e Henry IV
O que concedeu o Edito de Nantes aos Huguenotes?;Autonomia religiosa, política e militar
Qual rei intensificou a perseguição aos protestantes na França?;Louis XIV
O que foram as "dragonnades"?;Perseguições para forçar a conversão ao catolicismo
Qual edito marcou o fim oficial da perseguição aos protestantes?;Edito de Versalhes
