```csv
pergunta;resposta
Qual é a definição básica de força no contexto da física?;uma influência que causa mudança de movimento
O que caracteriza a força como uma quantidade física?;tem magnitude e direção
Como a força se relaciona com a massa e a aceleração, de acordo com a segunda lei de Newton?;aceleração é diretamente proporcional à força e inversamente proporcional à massa
Qual a unidade de medida da força no Sistema Internacional de Unidades?;newton (N)
O que significa "thrust" em termos de força?;aumento na velocidade de um objeto
O que é "drag" e como ele afeta o movimento de um objeto?;diminuição na velocidade de um objeto
O que é torque e qual seu efeito sobre um objeto?;rotação de um objeto
Como a pressão se relaciona com a força e a área?;força distribuída sobre uma área
O que é "stress" e como ele se manifesta em materiais?;distribuição de forças em um material
Como a força pode causar deformação em materiais?;alteração na forma do material
Qual a importância da distribuição de forças em um corpo extenso?;equilíbrio e ausência de aceleração
Qual a relação entre a força e a mudança no momento de um objeto?;alteração no momento é proporcional à força e ao tempo
```
