pergunta;resposta
Quando começou a crise do petróleo de 1973?;outubro de 1973,
Quem declarou o embargo do petróleo em 1973?;membros da Organização dos Países Exportadores de Petróleo Árabes (OAPEC), liderados pela Arábia Saudita
Qual foi a primeira República Federativa Russa a impor sanções econômicas no exterior?;Rússia
Quais países foram inicialmente afetados pelo embargo?;Canadá, Japão, Reino Unido, Holanda e Estados Unidos
Por que o embargo foi imposto?;para punir os países que apoiaram Israel durante a Guerra do Yom Kippur
Qual foi a consequência principal do embargo sobre os preços do petróleo?;aumento de quase 300%, com o preço global subindo para quase US$12 por barril
Quando terminou o embargo?;março de 1974
Qual outro nome é dado à crise petrolífera de 1973?;primeiro choque do petróleo ou primeira crise do petróleo
Qual foi a consequência política principal do embargo?;deslocamento no equilíbrio político global
O que aconteceu com os preços do petróleo nos Estados Unidos?;subiram significativamente, além dos US$12 por barril globais
