pergunta;resposta
O que é a desobediência civil?;recusa ativa de leis
Quem popularizou o termo desobediência civil nos EUA?;Henry David Thoreau
Qual evento inspirou Susan B. Anthony na luta pelo sufrágio feminino?;desobediência civil
Quem foi um líder da desobediência civil na Índia contra a Britânica?;Mahatma Gandhi
O que Martin Luther King Jr. considerava ao praticar a desobediência civil?;respeito à lei
Qual movimento de direitos civis nos EUA usou a desobediência civil?;movimento dos direitos civis
Quais protestos em 2018-2019 no Irã utilizaram desobediência civil?;protestos gerais iranianos
Qual movimento na Sérvia em 2017 usou desobediência civil?;protestos da Sérvia
O que é o Code Rood e qual seu objetivo?;desobediência civil
Quem é conhecido por práticas de desobediência civil no Kerala?;Veliyankode Umar Khasi
