pergunta;resposta
Em que período ocorreu a Peste Negra?;1346 a 1353
Qual bactéria causa a Peste Negra?;Yersinia pestis
Qual a estimativa do número de mortes causadas pela Peste Negra?;75 a 200 milhões
Como a Peste Negra se espalhou inicialmente pela Europa?;navios mercantes
Qual o nome da praga que precedeu a Peste Negra?;A Grande Fome de 1315-1317
Qual porcentagem da população europeia foi morta pela Peste Negra?;30 a 60%
Além da bubônica, quais outras formas a Peste Negra podia assumir?;septicaêmica ou pneumônica
Em que região da Ásia a Peste Negra pode ter se originado?;Ásia Central ou Leste
A Peste Negra afetou apenas a Europa?;Não, também afetou o Norte da África e o Oriente Médio
Qual o papel das pulgas na disseminação da Peste Negra?;transportavam a bactéria Yersinia pestis.
