pergunta;resposta
Quando foi estabelecido o Yuan dynasty?;1271
Qual é a duração do reinado do Yuan dynasty?;1271-1368
Quem fundou o Yuan dynasty?;Kublai Khan
Onde estava localizado o Yuan dynasty geograficamente?;China e áreas adjacentes
Quantos anos durou o Yuan dynasty?;97 anos
Qual foi a batalha que marcou o fim do domínio Yuan no sul da China?;Batalha de Yamen
Quem era oficialmente reconhecido como fundador do Yuan na história imperial chinesa?;Genghis Khan
Qual título adicionado pelo Kublai Khan proclamou sua supremacia sobre os outros khanatos mongóis?;Grande Han
O que significa "Yuan" em chinês?;origem, fonte
Qual foi o estado residual do Yuan após 1368?;Estado do Norte Yuan
