```csv
subject,predicate,object
http://dbpedia.org/resource/Construction,http://dbpedia.org/ontology/barWidth,"30"
http://dbpedia.org/resource/Construction,http://dbpedia.org/ontology/data,"201.2"
http://dbpedia.org/resource/Construction,http://dbpedia.org/ontology/data,"36.3"
http://dbpedia.org/resource/Construction,http://dbpedia.org/ontology/data,"839.1"
http://dbpedia.org/resource/Construction,http://dbpedia.org/ontology/data,"92.6"
http://dbpedia.org/resource/Construction,http://dbpedia.org/ontology/wikiPageUsesTemplate,http://dbpedia.org/resource/Template:DEU
http://dbpedia.org/resource/Construction,http://dbpedia.org/ontology/wikiPageUsesTemplate,http://dbpedia.org/resource/Template:More_citations_needed_section
http://dbpedia.org/resource/Construction,http://www.w3.org/2004/02/skos/closeMatch,http://zbw.eu/stw/descriptor/13173-4
http://dbpedia.org/resource/Construction,http://xmlns.com/foaf/0.1/depiction,http://commons.wikimedia.org/wiki/Special:FilePath/Mall_culture_jakarta57.jpg
http://dbpedia.org/resource/Takenaka_Corporation,http://dbpedia.org/ontology/service,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/Técnicas_Reunidas,http://dbpedia.org/ontology/industry,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/The_Access_Group,http://dbpedia.org/ontology/division,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/URS_Corporation,http://dbpedia.org/ontology/industry,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/Unibeton_Ready_Mix,http://dbpedia.org/ontology/industry,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/VolkerWessels,http://dbpedia.org/ontology/industry,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/WesTrac,http://dbpedia.org/ontology/industry,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/Zhongding,http://dbpedia.org/ontology/hypernym,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/Zobrist_hashing,http://dbpedia.org/ontology/hypernym,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/Wildlife_Park,http://dbpedia.org/ontology/hypernym,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/Stangeland_Gruppen,http://dbpedia.org/ontology/industry,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/Suretrack_Contracts_Services,http://dbpedia.org/ontology/industry,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/Squinch,http://dbpedia.org/ontology/hypernym,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/Split_infinitive,http://dbpedia.org/ontology/hypernym,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/Spec_Property_Developments,http://dbpedia.org/ontology/industry,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/Soheil_Mosun,http://dbpedia.org/ontology/industry,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/SimPort,http://dbpedia.org/ontology/hypernym,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/Sibur-RT,http://dbpedia.org/ontology/industry,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/Shannon_&_Wilson,http://dbpedia.org/ontology/service,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/SalfaCorp,http://dbpedia.org/ontology/industry,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/Sadbhav_Engineering,http://dbpedia.org/ontology/industry,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/Romstrade,http://dbpedia.org/ontology/industry,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/Roski,http://dbpedia.org/ontology/industry,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/Republika_Srpska_Railways,http://dbpedia.org/ontology/service,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/Rattee_and_Kett,http://dbpedia.org/ontology/industry,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/Proj_construction,http://dbpedia.org/ontology/hypernym,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/Probuild,http://dbpedia.org/ontology/industry,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/Ponce_Cement,http://dbpedia.org/ontology/industry,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/Piramal_Realty,http://dbpedia.org/ontology/industry,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/Pick_Everard,http://dbpedia.org/ontology/industry,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/Phalloplasty,http://dbpedia.org/ontology/hypernym,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/Peter_Lind_&_Company,http://dbpedia.org/ontology/industry,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/Peab,http://dbpedia.org/ontology/industry,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/Olympia_Capital_Holdings,http://dbpedia.org/ontology/industry,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/Obrascón_Huarte_Lain,http://dbpedia.org/ontology/hypernym,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/New_Civil_Engineer,http://dbpedia.org/ontology/genre,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/Nederlandse_Spoorwegen,http://dbpedia.org/ontology/product,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/Mosmetrostroy,http://dbpedia.org/ontology/industry,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/Michael_Green_Architecture,http://dbpedia.org/ontology/industry,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/Metricon,http://dbpedia.org/ontology/industry,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/Meriton,http://dbpedia.org/ontology/industry,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/Mechanical_Plastics_Corp.,http://dbpedia.org/ontology/industry,http://dbpedia.org/resource/Construction
http://dbpedia.org/resource/Martin_&_King,http://dbpedia.org/ontology/industry,http://dbpedia.org/resource/Construction
```
