pergunta;resposta
Now; I need to check if these questions are based on the context provided. The first question is directly from the definition. The second question refers to Henry David Thoreau. The third is about the civil rights movement. The fourth is the Egyptian Revolution of 1919. The fifth is Ukraine. The sixth is about resisting unjust laws. The seventh could be the 2019 Montenegrin anti-corruption protests. The eighth is the definition given in the context. The ninth is Thoreau again. The tenth is nonviolent resistance.
question;answer  
What is the term for refusing to obey unjust laws?;"civil disobedience"  
Who popularized the term "civil disobedience" in the US?;"Henry David Thoreau"  
What movement in the US used civil disobedience in the 1960s?;"civil rights movement"  
What was the name of the 1919 Egyptian revolution against British occupation?;"Egyptian Revolution of 1919"  
Which country had the 2004 Orange Revolution?;"Ukraine"  
What is the main goal of civil disobedience?;"resisting unjust laws"  
What is an example of a modern movement using civil disobedience?;"2019 Montenegrin anti-corruption protests"  
What is the definition of civil disobedience according to the text?;"active refusal to obey unjust laws"  
Which historical figure is associated with the concept of civil disobedience?;"Henry David Thoreau"  
What is the primary method of civil disobedience?;"nonviolent resistance"
