pergunta;resposta
O que protege o organismo de doenças?;Sistema imunológico
Qual é a diferença entre os sistemas imunes inato e adaptativo?;O inato é não-específico e rápido, o adaptativo é es pecífico e adquirido.
Quais são as funções da fagocítica no sistema imunológico?;Engolir e destruir microrganismos patogênicos.
O que são defensinas e o sistema complementar?;Defensinas combatem bactérias, o sistema complementar ajuda a destruí-las.
Quais células reconhecem antígenos?;Células T e B, e os anticorpos.
Qual é a função do sistema imunológico adaptativo?;Criar memória imunológica contra patógenos.
Quais doenças são exemplos de autoimunidade?;Lúpus eritematoso sistêmico, artrite reumatoide.
O que causa imunodeficiência?;Doenças genéticas, HIV/AIDS ou medicação inibidora.
Qual é a base da vacinação?;A memória imunológica do sistema adaptativo.
Quais células combatem os patógenos?;Células T, B e anticorpos.
