pergunta;resposta
Quantos membros compõem o Parlamento Escocês?;129 membros (MSPs)
Qual sistema eleitoral é usado para eleger MSPs?;Sistema de membro adicional
Onde está localizado o Parlamento Escocês?;Edimburgo (área de Holyrood)
Quando o Parlamento Escocês original foi dissolvido?;1707 (Atos de União)
Qual ato definiu as competências legislativas do Parlamento?;Lei da Escócia de 1998
O que a Lei da Escócia de 2012 expandiu?;Poderes sobre impostos e assistência social
Qual lei restringe a autonomia regulatória do Parlamento?;Lei do Mercado Interno do Reino Unido de 2020
Quando o novo Parlamento realizou sua primeira reunião?;12 de maio de 1999
Quantas circunscrições elegeram MSPs?;73
O que são poderes não reservados ao Reino Unido?;Poderes descentralizados
