pergunta;resposta
1. When did the 1973 oil crisis begin?;October 1973
2. Which organization led the oil embargo?;Organization of Arab Petroleum Exporting Countries
3. What was the oil price in March 1974?;nearly US $12
4. What was another name for the 1973 crisis?;first oil shock
5. Which countries were initially targeted by the embargo?;Canada, Japan, the Netherlands, the United Kingdom, and the United States
6. What caused the oil crisis?;oil embargo by OAPEC
7. When was the embargo lifted?;March 1974
8. What was the price increase from October 1973 to March 1974?;nearly 300%
9. Which event led to the embargo?;Yom Kippur War
10. What was the impact of the crisis on global politics?;effects on global politics and economy
pergunta;resposta  
Quando começou a crise do petróleo de 1973?;outubro de 1973  
Qual foi a organização que liderou o embargo?;Organização dos Países Exportadores de Petróleo Árabes  
Qual foi o preço do petróleo em março de 1974?;quase US $ 12  
Qual foi outro termo usado para a crise do petróleo?;primeiro choque do  
Quais países foram inicialmente alvo do embargo?;Canadá, Japão, Holanda, Reino Unido e Estados Unidos  
Por que ocorreu a crise do petróleo?;embargo dos produtores árabes de petróleo  
Quando o embargo foi levantado?;março de 1974  
Qual foi a variação de preço do petróleo entre outubro de 1973 e março de 1974?;quase 300%  
Qual evento desencadeou o embargo?;Guerra do Yom Kippur  
Quais foram os efeitos da crise na política global?;impactos em políticas globais e economia
