pergunta;resposta
Qual é o número atômico do oxigênio?;8.
Quem isolou o oxigênio pela primeira vez antes de 1604?;Michael Sendivogius.
Quantos átomos formam a molécula de dióxido de oxigênio?;dois
Qual é o nome dado por Antoine Lavoisier ao elemento oxigênio?;oxygen
O que compõe 20.95% da atmosfera terrestre?;dióxido de oxigênio.
Quem descobriu o oxigênio em 1774?;Joseph Priestley.
Qual é a função do ozônio na alta altitude?;absorver UVB
O que faz com que o oxigênio seja continuamente renovado na atmosfera terrestre?;fotossíntese
Quantos elementos são mais abundantes no universo em comparação ao oxigênio?;hidrogênio e hélio.
Qual porcentagem aproximada de crosta terrestre é formada pelo oxigênio?;quase metade
