pergunta;resposta
Qual número maior que 1 não é um produto de dois números menores que ele mesmo?;<primo>
O que são números primos?;<números primos são naturais maiores que 1 que não podem ser escritos como produtos de outros números, exceto por eles mesmos.?>
Como se chama um número maior que 1 que é composto?;<composto>
Se uma quantidade grande de números pode ser estimada usando a probabilidade inversamente proporcional à sua base logarítmica, isso se aplica a que tipo de números?;<primos>
O teorema do número primo nos diz o quê sobre os primos?;<que há infinitos primos?>
Qual é uma conjectura ainda não provada em relação aos primos?;<a conjectura dos pares primos>
Qual é um exemplo de algoritmo rápido para verificar a primalidade de um número?;<teste de Miller-Rabin>
Primos têm aplicações em áreas da tecnologia do conhecimento digital, como o quê?;<cifras públicas>
Defina números primos no contexto geral:;<são naturais maiores que 1 que não podem ser escritos como produtos de outros números, exceto por eles mesmos.?>
Qual é um exemplo de número especial usado para provar resultados sobre primos?;<primos Mersenne>
