pergunta;resposta
Qual é a porcentagem da Amazônia dentro do Brasil?;60%
Quantos bilhões de árvores existem na floresta amazônica?;390
Em quantas nações a floresta amazônica se estende?;nove
Quais são os três países com maior porcentagem da Amazônia?;Brasil, Peru, Colômbia
Qual é o nome do parque protegido da França na Amazônia?;"Guiana Amazonian Park"
Quantas espécies de árvores diferentes existem na floresta amazônica?;16.000
Quanto porcentagem da biodiversidade mundial está presente na Amazônia?;mais da metade
Quantos milhões de pessoas vivem na região amazônica?;30+
Quantas terras indígenas estão formalmente reconhecidas na Amazônica?;3.344
Quantos grupos indígenas permanecem isolados?;60
