pergunta;resposta
Qual é a origem da palavra "construção"?;latim e francês antigo
O que significa construir?;ato de edificar ou formar algo
Como é chamado o setor responsável pela entrega de edifícios e infraestruturas?;setor da construção civil
Qual é a porcentagem aproximada da indústria da construção em relação ao PIB global?;13%
Quanto era gasto na indústria da construção em 2012?;$4 trilhões
Qual era a previsão de gastos na indústria da construção para 2030?;$14,8 trilhões
A indústria da construção contribui para o desenvolvimento econômico de um país?;sim
Quantos acidentes fatais ocorreram no setor da construção nos EUA em 2019?;1.061
Qual porcentagem das fatalidades industriais dos EUA em 2019 foi na construção?;20%
O que inclui a indústria da construção além de construir edifícios e infraestruturas?;manutenção, expansão e desmantelamento
