pergunta;resposta
Quais regiões da França eram predominantemente huguenotes?;partes sul e central,
Qual aproximadamente foi a proporção de huguenotes na população francesa?;cerca de um oitavo do total,
Durante quanto tempo decorreram as Guerras Religiosas?;de 1562 a 1598,
Qual tratado marcou o fim das Guerras da Religião?;o Édito de Nantes,
O que proporcionou o Édito de Nantes aos huguenotes?;autonomia religiosa, política e militar substancial,
De onde pode ter vindo a designação "huguenote"?;com escárnio,
Qual político suíço tem seu nome associado ao movimento calvinista?;Besançon Hugues,
Qual cidade suíça foi o centro do calvinismo?;Genebra,
Quais foram os nomes da conspiração para derrubar a Casa da Guise francesa?;Amboise,
Por qual ano ocorreu essa tentativa de derrubada?;1560.
