pergunta;resposta
O que é protegido pelo sistema imunológico?;organismo.
Quais são os dois tipos principais de resposta imune?;inato e adaptativo.
Qual órgão produz células responsáveis pela defesa do corpo?;medula óssea.
Que tipo de célula faz parte do sistema imunológico inato?;neutrófilos.
O que é criado pelo sistema imunológico adaptativo para reconhecimento futuro?;memória imunológica.
Qual é a causa das doenças autoimunes?;hiperatividade do sistema imunológico.
Como se chama o estado de baixa atividade do sistema imunológico?;imunodeficiência.
Que células fazem parte do sistema imunológico adaptativo?;T e B células.
Qual é a consequência de um sistema imunológico hiperativo?;autoimunidade.
Quais são os dois tipos de células que combatem infecções?;glóbulos brancos e plaquetas.
