pergunta;resposta
Onde estava em grande parte a população huguenote da França?;as partes sul e central da França,
Qual foi a proporção de huguenotes na França no auge?;cerca de 10% da população,
Quando foram travadas as guerras religiosas francesas?;de 1562 a 1598,
Que tratado pôs fim às Guerras da Religião?;o Edicto de Nantes,
O que o Edicto de Nantes concedeu aos huguenotes?;autonomia religiosa, política e militar,
De onde surgiu o termo "huguenote"?;da Suíça,
Quem foi um líder notável dos huguenotes?;Jeanne d'Albret,
Qual foi a tentativa de golpe em 1560?;Conspiração de Amboise,
Qual massacre ocorreu em agosto de 1572?;Massacre de São Bartolomeu,
Quando Louis XIV revogou os direitos dos huguenotes?;em 1685, com o Edicto de Fontainebleau.
