pergunta;resposta
O que é a construção?;arte e ciência para formar objetos, sistemas ou organizações
Qual é o termo em inglês que se refere à construção?;Construction
O que a construção normalmente envolve?;processos para entregar edifícios, infraestrutura e instalações industriais
Quais são as primeiras fases de um projeto de construção?;planejamento, financiamento e design
Qual é o percentual da construção no PIB global?;cerca de 13 percent
Qual foi o gasto global com construção em 2012?;cerca de 4 trilhões de dólares
Qual é o gasto atual global com a indústria de construção?;mais de 11 trilhões de dólares por ano
Qual é a projeção de gastos com construção em 2030?;cerca de 14,8 trilhões de dólares
Qual é o risco associado à indústria da construção?;uma das indústrias mais perigosas
Que percentual das mortes industriais nos EUA em 2019 ocorreu na construção?;cerca de 20 percent
