pergunta;resposta
Let me check the context again: "O que separa o sistema neuroimune e o sistema imunológico periférico em humanos?;."
"O que separa o sistema neuroimune e o sistema imunológico periférico em humanos?;."
O que são os dois sistemas principais do sistema imunológico?;Sistema inato e sistema adaptativo  
O que o sistema imunológico protege os organismos contra?;Doenças  
Qual é o processo pelo qual o sistema imunológico lembra patógenos para uma resposta mais forte?;Memória imunológica  
Qual é o termo para um sistema imunológico que está menos ativo do que normal?;Imunodeficiência  
Qual é a condição em que o sistema imunológico ataca os tecidos do corpo?;Autoimunidade  
Qual é o papel do sistema imunológico inato?;Respostas pré-configuradas a patógenos  
Qual é o papel do sistema imunológico adaptativo?;Respostas personalizadas por aprendizado  
Qual é a função do sistema imunológico na luta contra o câncer?;Detectar e destruir células cancerígenas  
Quais são os dois tipos de imunidade?;Imunidade humoral e imunidade celular  
Qual é o sistema que protege o cérebro chamado?;Sistema neuroimunológico
