pergunta;resposta
O que é o nome científico Ctenophora derivado de?;κτείς kteis 'comb' e φέρω pherō 'carry'
Qual o nome comum para Ctenophora?;comb jellies
Onde vivem os Ctenophora?;águas marinhas
O que os Ctenophora usam para nadar?;cilia (combs)
Qual o tamanho médio dos Ctenophora?;1,5 m (4 pés 11 pol)
Qual é a estrutura corporal dos Ctenophora?;corpo de gelatina com camadas celulares
Qual é a dieta principal dos Ctenophora?;prey ranging from larvae to small crustaceans
Quando surgiram os fósseis de Ctenophora?;525 milhões de anos atrás
Qual é a classificação taxonômica dos Ctenophora?;filo de animais marinhos
Qual é a controvérsia evolutiva sobre os Ctenophora?;sister a poriferos ou antes que poriferos
