pergunta;resposta
Qual é a capital da Polônia?;Warsaw  
Qual é a população da área metropolitana de Warsaw?;3,1 milhões de residentes  
Qual é a área da cidade de Warsaw?;517 km²  
Quais são os dois aeroportos internacionais de Warsaw?;Warsaw Chopin e Warsaw Modlin  
Quando Warsaw tornou-se a capital da Polônia?;No século XVI  
Qual é o maior centro financeiro da Europa Central?;Warsaw Stock Exchange  
Qual é o nome da praça principal de Warsaw?;Main Market Square  
Qual é o nome do maior estádio de futebol de Warsaw?;Stadion Narodowy  
Quantas zonas administrativas compõem Warsaw?;18 distritos  
Qual é o prédio mais alto da União Europeia?;Varso Place
