pergunta;resposta
Qual teoria lida com a classificação de problemas computacionais baseada no uso de recursos?;teoria da complexidade computacional
Qual é o termo para problemas que exigem muitos recursos?;problemas intrinsecamente difíceis
Quem é um exemplo de pessoa notável na teoria da complexidade computacional?;Scott Aaronson
Qual é a diferença entre teoria da complexidade e teoria da computabilidade?;recursos necessários vs possibilidade de resolver
O que é o objetivo principal da teoria da complexidade computacional?;classificar problemas baseando-se em recursos necessários
Qual unidade mede a complexidade de circuitos?;número de portas
Qual aspecto prático define os limites dos computadores?;determinar o que computadores podem ou não fazer
Qual é a classe de problemas resolvidos eficientemente?;classe P
Quais são os dois principais recursos medidos?;tempo e espaço
Qual é a diferença entre análise de algoritmos e teoria da complexidade?;análise foca em algoritmo específico vs classe de problemas
