```csv
pergunta;resposta
Qual o principal objetivo da prática farmacêutica?;garantir o uso seguro e eficaz de medicamentos
Além de medicamentos, o que as farmácias nos EUA e Canadá costumam vender?;confeitaria, cosméticos e artigos de escritório
Qual a relação entre a farmácia e as ciências naturais?;a farmácia liga as ciências da saúde com as ciências farmacêuticas e naturais.
Qual o papel dos farmacêuticos em relação à terapia medicamentosa?;são especialistas que otimizam o uso de medicamentos.
O que é a farmácia clínica?;é o cuidado direto ao paciente em farmácias comunitárias ou institucionais.
Qual a origem da ciência da química e farmacologia?;o trabalho do boticário na investigação de ingredientes herbais e químicos.
Qual a diferença entre farmácia comunitária e institucional?;a classificação da prática farmacêutica de acordo com o ambiente.
Qual o termo mais comum para farmácia na Grã-Bretanha?;chemists
O que os farmacêuticos fazem além de dispensar medicamentos?;revisam e monitoram medicamentos.
Quais profissionais são considerados experts em terapia medicamentosa?;farmacêuticos
```
