Pergunta;Resposta
O que significa a palavra "constructo"?;Formação ou construção de objetos, sistemas ou organizações.
Qual é o significado latino de "construir"?;Pile up ou montar juntos.
De onde vem o termo "construção"?;Da palavra "construir" no Francês Antigo.
Em que idioma se originou a palavra "construção"?;Latim e Francês.
Qual é a definição ampla da construção?;A arte e ciência de formar objetos, sistemas ou organizações.
O que inclui o processo de construção?;Planejamento, financiamento, design até a entrega do projeto.
Quais são algumas das atividades envolvidas na construção?;Reparos e manutenção, expansão e melhorias, demolição.
Qual é o impacto da indústria de construção no PIB global?;Contribui significativamente para muitos países, gerando US$ 4 trilhões em atividades em 2012.
Como está previsto crescer a exposição anual à indústria de construção?;Rodeando $14,8 trilhões em 2030, equivalente a cerca de 13% do PIB global.
Qual é uma das principais características da indústria de construção?;É um dos setores mais perigosos, com altos índices de acidentes fatais.
