pergunta;resposta
O que define um número primo?;Número natural maior que 1 não sendo produto de dois menores números naturais.
Qual é o nome dos números não primos maiores que 1?;Números compostos.
De acordo com o teorema fundamental da aritmética, todo número natural maior que 1 pode ser...;Expressado como um produto único de números primos, considerando a ordem independente.
Qual é o método mais simples, embora lento, para verificar a primalidade?;Divisão trial.
Mencione um teste de primalidade rápido que possui uma pequena chance de erro.;Teste Miller-Rabin.
Nomeie um tipo de primo conhecido por sua forma especial.;Números de Mersenne.
O que demonstrou Euclides sobre os números primos?;Há infinitamente muitos números primos.
De acordo com o teorema do número primo, qual é a probabilidade de um grande número ser primo?;Inversamente proporcional ao logaritmo do número.
Nomeie duas questões não resolvidas sobre números primos.;Conjectura de Goldbach e conjectura dos primos gêmeos.
Onde são aplicados os números primos na tecnologia?;Criptografia em segurança pública.
