pergunta;resposta
Qual região dos EUA é conhecida como SoCal?;Sul da Califórnia
Qual é a segunda maior área urbana dos EUA?;Los Angeles
Quantos condados compõem a Califórnia do Sul?;Dez
Qual deserto está localizado na fronteira leste da Califórnia do Sul?;Deserto do Colorado
Qual rio marca a fronteira leste da Califórnia do Sul?;Rio Colorado
Qual estado faz fronteira com o Condado de San Bernardino?;Nevada
Qual país faz fronteira com a Califórnia do Sul ao sul?;México
Qual é a fronteira que separa a Califórnia do Sul do México?;Estados Unidos-México
Qual condado da Califórnia do Sul faz fronteira com Nevada?;San Bernardino
Quantos condados compõem o estado da Califórnia?;58
