pergunta;resposta
O que é a desobediência civil?;A recusa dos cidadãos a obedecer a certas leis.
A desobediência civil sempre é não violenta?;Não, pode ser passiva ou violenta.
Qual líder popularizou o termo nos EUA?;Henry David Thoreau.
A desobediência civil pode ser justificável em tribunal?;Raramente justificável.
O que Thoreau diz sobre a lei?;Respeito à lei.
Qual movimento usou a desobediência no século XIX?;Do movimento sufragista no final do século XIX.
A desobediência foi usada na Índia para independência?;Sim, Gandhi usou-no para a independência.
King como vê a desobediência civil?;Via-a como expressão de respeito à lei.
O que faz a desobediência diferente de outras manifestações?;É não violenta e envolve recusa deliberada.
Quem usou a desobediência no século XX em favor dos direitos?;Líderes como Gandhi e King usaram-no.
